lemma,PoS,sentiment,weight,
abhärten,V,0.898812731,6.687792676,
abhärtung,N,0.378570129,6.584443702,
abhäsiv,V,-0.829953431,3.533015822,
abhöraktion,N,-0.008810205,3.533015822,
abhöreinrichtung,N,0.015029378,3.533015822,
abhören,N,-0.071586264,3.533015822,
abhören,V,-0.079142143,3.533015822,
abhörer,N,-0.002444122,3.533015822,
abhörgerät,N,-0.903461929,6.687792676,
abhörlautsprecher,N,0.009691947,3.533015822,
abhörschutz,N,-0.078641573,3.533015822,
abhörsender,N,-0.911401623,6.687792676,
abhörsicherheit,N,-0.078641573,3.533015822,
abhörung,N,0.015029378,3.533015822,
abhörwanze,N,-0.911401623,6.687792676,
abietinaldehyd,N,-0.022924808,3.533015822,
abirren,V,-0.829953431,3.533015822,
abirrung,N,-0.040265191,3.533015822,
abisolieren,V,-0.00210477,3.533015822,
abisolierzange,N,0.011001531,3.533015822,
abitur,N,0.077743481,3.533015822,
abiturzeugnis,N,0.077743481,3.533015822,
abjuration,N,-0.052234945,3.533015822,
abkanten,V,-0.032664394,3.533015822,
abkantklappe,N,0.051160487,3.533015822,
abkantung,N,0.001309054,3.533015822,
abkanzeln,V,-0.730753767,4.943675684,
abkanzelung,N,-0.730753767,4.943675684,
abkapiteln,V,-0.730753767,4.943675684,
abkapper,N,-0.016689451,3.533015822,
abkappschaltung,N,-0.023449836,3.533015822,
abkapseln,V,0.052521387,3.533015822,
abkapselung,N,-0.384130211,6.584443702,
abkapslung,N,-0.000129353,3.533015822,
abkarten,V,-0.09463876,3.533015822,
abkassieren,V,0.023073784,3.533015822,
abkauen,V,0.00517183,3.533015822,
abkauung,N,-0.108460804,3.533015822,
abkehr,N,-0.911401623,6.687792676,
abkellen,V,0.024919601,3.533015822,
abkippen,V,-0.03150553,3.533015822,
abkippstelle,N,0.022793758,3.533015822,
abklappbar,V,-0.032544009,3.533015822,
abklappen,V,-0.829953431,3.533015822,
abklatschen,N,-1.020028616,6.687792676,
abklemmen,V,-0.035539021,3.533015822,
abklingen,V,-1.213889356,6.687792676,
abklingend,V,-0.03557529,3.533015822,
abklopfen,V,-0.041529542,3.533015822,
abklären,V,0.486542367,9.739220557,
abklärgefäß,N,-0.010541239,3.533015822,
abklärung,N,0.030355547,3.533015822,
abknabbern,V,-0.085434576,3.533015822,
abknallen,N,-0.730753767,4.943675684,
abknallen,V,-0.075086136,3.533015822,
abknicken,V,-0.829953431,3.533015822,
abknickung,N,-0.015890205,3.533015822,
abknutschen,V,0.043054166,3.533015822,
abknöpfen,V,-0.511527637,4.943675684,
abkochen,V,-0.035380251,3.533015822,
abkochentfettung,N,-0.003906641,3.533015822,
abkocherei,N,0.056430443,3.533015822,
abkochung,N,-0.003906641,3.533015822,
abkohlen,V,0.010820161,3.533015822,
abkommandieren,V,0.014237768,3.533015822,
abkommandierung,N,0.012754143,3.533015822,
abkomme,N,0.486486778,6.687792676,
abkommen,V,-0.829953431,3.533015822,
abkonterfeien,V,-0.009576335,3.533015822,
abkoppeln,V,-0.025159706,3.533015822,
abkoppelung,N,-0.05568141,3.533015822,
abkrammen,N,-0.02040399,3.533015822,
abkratzen,V,-0.824953825,3.533015822,
abkratzer,N,-0.035597948,3.533015822,
abkrätzen,N,-0.02040399,3.533015822,
abkröpfung,N,-0.009249839,3.533015822,
abkunft,N,0.004585177,3.533015822,
abkupfern,V,-0.007127441,3.533015822,
abkuppeln,V,-0.013322827,3.533015822,
abkämmen,V,0.004680008,3.533015822,
abkämpfen,V,-0.532806667,6.687792676,
abkömmlich,AJ,0.911401623,6.687792676,
abkömmling,N,-0.003668502,3.533015822,
abkühlen,V,0.450386452,6.687792676,
abkühltisch,N,0.013836071,3.533015822,
abkühlung,N,-0.050724918,6.687792676,
abkündigen,V,-0.007759235,3.533015822,
abkündigung,N,0.007236372,3.533015822,
abkürzen,V,-0.03946885,3.533015822,
abkürzer,N,0.002287584,3.533015822,
abkürzung,N,-0.028983385,3.533015822,
abkürzungstaste,N,-0.004719007,3.533015822,
abkürzungswort,N,0.027912413,3.533015822,
abkürzungszeichen,N,-0.007925557,3.533015822,
abküssen,V,-0.829953431,3.533015822,
abla[incoterm],N,0.000441286,3.533015822,
abladekosten,N,-0.004718908,3.533015822,
abladen,V,-0.003579822,3.533015822,
abladeplatz,N,-0.506472305,6.687792676,
abladestelle,N,-0.008368835,3.533015822,
abladung,N,0.002688858,3.533015822,
ablage,N,0.023328724,6.687792676,
ablagefach,N,-0.000119381,3.533015822,
ablagegestell,N,-0.014978337,6.687792676,
ablagekasten,N,0.00123361,3.533015822,
ablagekorb,N,-0.000808644,3.533015822,
ablagemagazin,N,-0.004209433,3.533015822,
ablageplatte,N,-0.000119381,3.533015822,
ablagern,V,0.909864242,6.687792676,
ablagerung,N,-0.766725417,6.687792676,
ablagerungsgestein,N,-0.049474935,3.533015822,
ablagerungsort,N,-0.002355582,3.533015822,
ablagerungsplan,N,-0.002355582,3.533015822,
ablagetisch,N,-0.059430392,3.533015822,
ablandig,AJ,-0.005391602,3.533015822,
ablassen,V,0.24818642,6.584443702,
ablasshahn,N,-0.041168761,3.533015822,
ablassstollen,N,-0.004673874,3.533015822,
ablation,N,-0.047643726,3.533015822,
ablativ,N,-0.051842792,3.533015822,
ablativ,V,-0.022383927,3.533015822,
ablativer,V,-0.022383927,3.533015822,
ablatives,V,-0.022383927,3.533015822,
ablauf-software,N,-0.003281221,3.533015822,
ablauf,N,0.038513921,6.687792676,
ablaufalter,N,-0.008050673,3.533015822,
ablaufaufspaltung,N,-0.024910637,3.533015822,
ablaufbahn,N,-0.118032948,3.533015822,
ablaufberg,N,-0.003406627,3.533015822,
ablaufdatum,N,-0.008050673,3.533015822,
ablaufdiagramm,N,0.000866098,3.533015822,
ablaufen,V,-0.602823189,6.687792676,
ablaufend,AJ,-0.025211329,3.533015822,
ablauffolge,N,0.03134344,3.533015822,
ablauffähig,V,0.473576137,6.687792676,
ablaufinvariant,V,-0.030100419,3.533015822,
ablaufkanal,N,-0.00859118,3.533015822,
ablaufkasten,N,-0.012972919,3.533015822,
ablaufketten,N,0.00024396,3.533015822,
ablaufkoordination,N,0.005694593,3.533015822,
ablaufplan,N,0.072904603,3.533015822,
ablaufplansymbol,N,0.000866098,3.533015822,
ablaufplanung,N,0.005694593,3.533015822,
ablaufregelung,N,0,5.047024658,
ablaufrinne,N,-0.027836389,3.533015822,
ablaufschema,N,0.000866098,3.533015822,
ablaufschleusen,N,0.020117158,3.533015822,
ablaufschritt,N,0.013148454,3.533015822,
ablaufsteuerung,N,0.023439379,3.533015822,
ablauftermin,N,-0.008050673,3.533015822,
ablauftrichter,N,0.003543353,3.533015822,
ablaufventil,N,-0.020823283,3.533015822,
ablaufverfolger,N,-0.015560382,3.533015822,
ablaufverfolgung,N,0.00747066,3.533015822,
ablaufvorrichtung,N,-0.020823283,3.533015822,
ablaugung,N,0.003084207,3.533015822,
ablauschen,V,0.438446397,6.687792676,
ablaut,N,0.026217067,3.533015822,
ablauten,V,0.043841128,3.533015822,
ablaß,N,-0.454770556,6.687792676,
ablaßbrief,N,0.829953431,3.533015822,
ablaßprediger,N,0.0669589,3.533015822,
ablaßventil,N,-0.020823283,3.533015822,
ableben,V,-0.911401623,6.687792676,
ablecken,V,-0.016413574,3.533015822,
ablegeblech,N,-0.019306377,3.533015822,
ablegefach,N,-0.002099824,3.533015822,
ablegen,V,-0.004490007,3.533015822,
ableger,N,0.477392348,6.687792676,
ablegung,N,-0.027476853,3.533015822,
ablehnen,V,-1.007140828,11.98261076,
ablehnend,ADJA,-0.014403676,3.533015822,
ablehnend,AJ,-0.885501236,9.739220557,
ablehnung,N,-0.854112009,11.98261076,
ablehnungshinweis,N,-0.057575114,3.533015822,
ablehnungsrecht,N,-0.911401623,6.687792676,
ableichtern,V,0.512974904,6.687792676,
ableisten,V,0.829953431,3.533015822,
ableistung,N,0.829953431,3.533015822,
ableitbar,AJ,0.010427867,3.533015822,
ableiten,V,0.072132614,6.687792676,
ableitend,AJ,-0.012556359,6.687792676,
ableiter,N,0.001441712,3.533015822,
ableiteransprechen,N,-0.02607307,3.533015822,
ableitung,N,-0.569438285,6.687792676,
ableitungskanal,N,-0.017755609,3.533015822,
ableitungsmorphem,N,0.012004695,3.533015822,
ableitungssilbe,N,-0.012867183,3.533015822,
ableitvorrichtung,N,-0.030228149,3.533015822,
ableitwiderstand,N,-0.041168761,3.533015822,
ablenkblech,N,-0.438446397,6.687792676,
ablenkdehnung,N,-0.041159549,3.533015822,
ablenkebene,N,-0.028724688,3.533015822,
ablenken,N,-0.730753767,4.943675684,
ablenken,V,-0.077292362,8.93118288,
ablenkend,AJ,-0.458408189,6.687792676,
ablenker,N,-0.012527649,3.533015822,
ablenkfläche,N,-0.012527649,3.533015822,
ablenkplatte,N,-0.438446397,6.687792676,
ablenkspule,N,-0.012527649,3.533015822,
ablenkung,N,-0.883378786,6.687792676,
ablenkungsmanöver,N,-0.033164856,3.533015822,
ablesbar,V,0.060921985,3.533015822,
ablesbare,V,0.095424726,3.533015822,
ablesbarkeit,N,0.001246374,3.533015822,
ablesemarke,N,0.016202185,3.533015822,
ablesen,V,0.024592267,3.533015822,
ableser,N,0.018101035,3.533015822,
ablesevorrichtung,N,0.002077938,3.533015822,
ablesung,N,0.024592267,3.533015822,
ableuchten,V,0.911401623,6.687792676,
ableugbar,V,-0.07805297,3.533015822,
ableugnen,V,-0.724020826,9.739220557,
ablichten,V,-0.001720684,3.533015822,
ablichtung,N,0.000122551,3.533015822,
abliefern,V,-0.065275837,3.533015822,
ablieferung,N,-0.05833574,6.687792676,
ablieferungstermin,N,0.012416684,3.533015822,
ablisten,V,-0.023719405,3.533015822,
ablocken,V,0.911401623,6.687792676,
abluftfahne,N,0.014007622,3.533015822,
abluftkasten,N,0.02182985,3.533015822,
abluftschalldämpfer,N,-0.051464416,3.533015822,
abluftstrom,N,-0.036726767,3.533015822,
ablutschen,V,-0.016413574,3.533015822,
ablängen,N,0.034296913,3.533015822,
ablängen,V,-0.071761674,3.533015822,
ablängsäge,N,-0.004525263,3.533015822,
abläutern,N,-0.034508829,6.687792676,
ablösbar,V,-0.030635681,3.533015822,
ablösbare,V,0.036921142,3.533015822,
ablöschen,V,-0.453450588,6.687792676,
ablöse,N,-0.050724918,6.687792676,
ablösen,V,-0.210455228,6.687792676,
ablösevorgang,N,-0.024428351,3.533015822,
ablösezeit,N,-0.829953431,3.533015822,
ablösung,N,0.479678109,6.687792676,
ablöten,V,-0.005109841,3.533015822,
ablüftzeit,N,0.020208536,3.533015822,
abmachen,V,0.445050403,11.98261076,
abmachung,N,0.015890635,6.687792676,
abmagern,V,-0.512569034,6.687792676,
abmagerung,N,-0.526852232,6.687792676,
abmagerungsfähigkeit,N,-0.040061188,3.533015822,
abmagerungskur,N,-0.016361536,3.533015822,
abmagnetisierung,N,-0.002695523,3.533015822,
abmahnen,V,-0.501330736,6.687792676,
abmahnung,N,-0.478051683,6.687792676,
abmalen,V,0.002072668,3.533015822,
abmanteln,V,-0.043339172,3.533015822,
abmarsch,N,-0.095807334,3.533015822,
abmarschieren,V,-0.13276599,3.533015822,
abmeißeln,V,-0.116169163,3.533015822,
abmeldezeit,N,-0.023069552,3.533015822,
abmeldung,N,0.017322373,3.533015822,
abmergeln,V,-0.508080307,6.687792676,
abmessen,V,-0.436435122,6.687792676,
abmessung,N,0.007528292,3.533015822,
abmildern,V,-0.005053254,3.533015822,
abmilderung,N,-0.032624307,3.533015822,
abmindern,V,-0.005053254,3.533015822,
abmischen,V,0.003595225,3.533015822,
abmischkomponente,N,0.019950338,3.533015822,
abmischung,N,0.000564866,3.533015822,
abmontieren,V,-0.041152535,3.533015822,
abmustern,V,0.085094295,3.533015822,
abmusternd,AJ,0.098990206,3.533015822,
abmähen,V,-0.019598022,3.533015822,
abmühen,V,-0.415280316,6.584443702,
abnabeln,V,-0.01476761,3.533015822,
abnahme-,N,0.07030328,3.533015822,
abnahme,N,-0.005566796,6.687792676,
abnahmebeamte,N,0.008288214,3.533015822,
abnahmebeamtin,N,0.008288214,3.533015822,
abnahmefähigkeit,N,0.059557707,3.533015822,
abnahmeprotokoll,N,0.04310554,3.533015822,
abnahmeprüfer,N,0.008288214,3.533015822,
abnahmeprüfung,N,-0.009423291,3.533015822,
abnahmequittung,N,-0.007234438,3.533015822,
abnahmetest,N,0.074967204,3.533015822,
abnahmeverweigerung,N,-0.911401623,6.687792676,
abnahmevorrichtung,N,-0.033724328,3.533015822,
abnehmbar,AJ,-0.032490677,3.533015822,
abnehmbar,V,0.004119532,3.533015822,
abnehmen,V,-0.251430909,6.687792676,
abnehmend,AJ,-0.475030314,6.687792676,
abnehmend,V,-0.032276806,3.533015822,
abnehmer,N,-0.807718314,3.533015822,
abnehmergemeinschaft,N,0.004159834,3.533015822,
abnehmerin,N,0.016848387,3.533015822,
abnehmerkreis,N,0.037821725,3.533015822,
abnehmerschaft,N,0.037821725,3.533015822,
abneigen,V,-0.911401623,6.687792676,
abneigung,N,-0.723083509,11.98261076,
abnibbeln,V,-0.201689473,3.533015822,
abnicken,V,0.021005955,3.533015822,
abnieten,V,-0.011271847,3.533015822,
abnorm,AJ,-0.911401623,6.687792676,
abnormal,AJ,-0.829953431,3.533015822,
abnormalität,N,-0.071747399,3.533015822,
abnormität,N,-0.032740418,3.533015822,
abnutzen,V,-0.453574374,6.687792676,
abnutzung,N,-0.679180754,11.98261076,
abnutzungserscheinung,N,-0.563473738,6.584443702,
abnutzungsfest,V,0.065740611,3.533015822,
abnutzungsschaden,N,-0.108460804,3.533015822,
abnäher,N,0.034355922,3.533015822,
abnötigen,V,-0.508471752,6.687792676,
abnützen,V,-0.059862964,3.533015822,
abnützung,N,-1.093215522,9.739220557,
abo-kanal,N,0.007581326,3.533015822,
abo,N,0.825720619,3.533015822,
abolitionismus,N,0.010696191,3.533015822,
abonnement,N,0.829953431,3.533015822,
abonnementfernsehen,N,0.011814138,3.533015822,
abonnent,N,0.091445929,3.533015822,
abonnentenfernsehen,N,0.011814138,3.533015822,
abonnentin,N,0.091445929,3.533015822,
abonnieren,V,0.829953431,3.533015822,
aboral,V,-0.004496663,3.533015822,
abordnen,V,0.050735468,3.533015822,
abordnung,N,0.0331705,3.533015822,
aborigine,N,-0.003975469,3.533015822,
abort,N,-0.013120651,3.533015822,
abortbazillus,N,-0.000874356,3.533015822,
abortiv,V,-0.057722348,3.533015822,
abortivmitose,N,-0.013701701,3.533015822,
abortivum,N,-0.007124378,3.533015822,
abortkomplikation,N,-0.829953431,3.533015822,
abortneigung,N,-0.025423465,3.533015822,
abortzange,N,-0.001526699,3.533015822,
abpassen,V,0.829953431,3.533015822,
abpassung,N,0.829953431,3.533015822,
abpinseln,N,-0.002163772,3.533015822,
abplacken,V,-0.058183387,3.533015822,
abplagen,V,-0.993986513,6.584443702,
abplatten,V,-0.035344563,3.533015822,
abplattung,N,-2.39E-05,3.533015822,
abplatzen,V,0.012002787,3.533015822,
abplatzung,N,-0.059473467,3.533015822,
abprall,N,-0.093122435,3.533015822,
abprallen,V,-0.829953431,3.533015822,
abpraller,N,-0.093122435,3.533015822,
abprodukt,N,-0.003943748,3.533015822,
abprägen,V,0.911401623,6.687792676,
abpulsen,N,0.005038573,3.533015822,
abpölen,V,-0.056820604,3.533015822,
abquetschgrat,N,-0.403260226,6.687792676,
abquetschrand,N,0.019552126,3.533015822,
abquetschring,N,-0.5040231,6.687792676,
abquetschvorrichtung,N,-0.080228527,3.533015822,
abrackern,V,-0.993986513,6.584443702,
abradieren,V,-0.118594536,3.533015822,
abrahmen,V,0.000469339,3.533015822,
abrakadabra,N,-0.052736735,3.533015822,
abrasion,N,-0.81400156,3.533015822,
abrasionsarm,V,-0.048601741,3.533015822,
abrasionsfest,V,-0.048601741,3.533015822,
abrasiv,V,-0.911401623,6.687792676,
abrasivität,N,-0.057507805,3.533015822,
abrasivstoff,N,-0.911401623,6.687792676,
abraten,V,-0.937798593,8.827833906,
abratend,AJ,-0.503256345,6.687792676,
abrauchen,V,-0.003531037,3.533015822,
abraum,N,-0.498245648,6.687792676,
abraumbagger,N,-0.047873291,3.533015822,
abraumbeseitigung,N,-0.002632015,3.533015822,
abraumhalde,N,0.016943333,3.533015822,
abraumschicht,N,-0.047873291,3.533015822,
abreagieren,V,-0.379097843,6.584443702,
abreaktion,N,-0.021395286,3.533015822,
abrechnen,V,-0.527809271,6.584443702,
abrechnung,N,-0.380161555,6.584443702,
abrechnungsbeleg,N,0.071132238,3.533015822,
abrechnungsfirma,N,0.00319669,3.533015822,
abrechnungskreis,N,0.021434294,3.533015822,
abrechnungsposten,N,-0.004356608,3.533015822,
abrechnungsrelevanz,N,0.829953431,3.533015822,
abrechnungsvariante,N,-0.052388818,3.533015822,
abrechnungsverkehr,N,0.004786391,3.533015822,
abrede,N,-0.359536535,6.687792676,
abregeldrehzahl,N,0.002078245,3.533015822,
abregen,V,-0.009185344,3.533015822,
abreiben,V,-0.510568165,6.687792676,
abreibend,AJ,-0.911401623,6.687792676,
abreibmittel,N,-0.004170483,3.533015822,
abreibung,N,-0.61257487,6.584443702,
abreichern,V,-0.895494306,6.687792676,
abreicherung,N,-0.046002673,6.687792676,
abreise,N,-0.101957289,3.533015822,
abreisen,V,-0.128708348,3.533015822,
abreißbacken,N,-0.039909473,3.533015822,
abreißen,N,-0.38808685,6.687792676,
abreißen,V,-0.826167876,6.687792676,
abreißer,N,-0.829953431,3.533015822,
abreißgeschwindigkeit,N,-0.062637332,3.533015822,
abreißgrenze,N,-0.062637332,3.533015822,
abreißkalender,N,0.009875616,3.533015822,
abreißkraft,N,-0.010140869,3.533015822,
abreißkupplung,N,-0.078920272,3.533015822,
abreißmutter,N,-0.010140869,3.533015822,
abreißperforation,N,-0.059882966,3.533015822,
abreißpunkt,N,-0.007502447,3.533015822,
abreißtest,N,0.006385023,3.533015822,
abreißversuch,N,-0.010140869,3.533015822,
abreißzettel,N,-0.002600642,3.533015822,
abrichtdiamant,N,0.054062752,3.533015822,
abrichten,V,-0.356787657,6.584443702,
abrichter,N,0.004371182,3.533015822,
abrichtkinematik,N,-0.006000713,3.533015822,
abrichtlineal,N,-0.019194582,3.533015822,
abrichtung,N,0.090689841,3.533015822,
abriebeigenschaften,N,-0.057507805,3.533015822,
abriebempfindlich,V,-0.829953431,3.533015822,
abriebfest,AJ,0.452744514,6.687792676,
abriebprüfgerät,N,0.001390778,3.533015822,
abriebwirkung,N,-0.057507805,3.533015822,
abriegeln,V,0.015527101,3.533015822,
abriegelung,N,-0.518484377,6.687792676,
abrikosow-tumor,N,-0.030509088,3.533015822,
abrinden,V,-0.104952591,3.533015822,
abringen,V,-0.435010806,6.584443702,
abriss,N,-0.508266666,7.187065888,
abrisskupplung,N,-0.078920272,3.533015822,
abrisspunkt,N,-0.007502447,3.533015822,
abrissteuerung,N,-0.121299354,3.533015822,
abriß,N,-0.730753767,4.943675684,
abrißbirne,N,-0.130608112,3.533015822,
abrollböcke,N,-0.012312276,3.533015822,
abrollen,V,0.026496014,3.533015822,
abrollerscheinung,N,-0.029452059,3.533015822,
abrollkipper,N,0.005673952,3.533015822,
abrollspule,N,-0.00868538,3.533015822,
abruf,N,-0.001258495,6.687792676,
abrufbar,AJ,0.017417818,3.533015822,
abrufen,V,0.008815433,3.533015822,
abrunden,V,0.049469125,3.533015822,
abrundung,N,0.271840798,6.584443702,
abrupt,AJ,-0.464754726,6.687792676,
abruptheit,N,-0.021412965,3.533015822,
abrutschen,V,-0.013366317,3.533015822,
abruzzen,N,0.000658269,3.533015822,
abräumen,V,-0.829953431,3.533015822,
abrösten,V,-0.008518891,3.533015822,
abrücken,V,-0.829953431,3.533015822,
abrückung,N,-0.031654839,3.533015822,
abrüsten,V,-0.911401623,6.687792676,
abrüstung,N,0.552270415,6.584443702,
abrüstungsgespräch,N,0.511527637,4.943675684,
abrüstungskonferenz,N,0.01438467,3.533015822,
abrüstungsverhandlung,N,0.511527637,4.943675684,
abs-spinnen,N,0.014312962,3.533015822,
absacken,V,-0.457187706,6.584443702,
absackung,N,-0.911401623,6.687792676,
absackwaage,N,-0.016378301,3.533015822,
absagen,V,-1.093215522,9.739220557,
absahnen,V,0.000469339,3.533015822,
absalzen,N,-0.001509187,3.533015822,
absatteln,V,-0.008918763,3.533015822,
absatz-celt,N,0.001231161,3.533015822,
absatz,N,-0.50239955,6.687792676,
absatzfachmann,N,0.003585191,3.533015822,
absatzfass,N,0.002508958,3.533015822,
absatzfinanzierung,N,0.002313586,3.533015822,
absatzfinanzierungsinstitut,N,-0.023524366,3.533015822,
absatzfähig,AJ,0.493839919,6.687792676,
absatzförderung,N,0.018443557,3.533015822,
absatzgag,N,-0.00506787,3.533015822,
absatzgebiet,N,0.012984372,3.533015822,
absatzlehre,N,0.016797593,3.533015822,
absatzmittler,N,0.035960388,3.533015822,
absatzsteuer,N,-0.02126266,3.533015822,
absatzstockung,N,-0.086331756,3.533015822,
absatzvorbereitung,N,0.018443557,3.533015822,
absatzweg,N,-0.014245072,3.533015822,
absatzweise,AJ,-0.480649566,6.687792676,
absatzwesen,N,0.016797593,3.533015822,
absatzwirtschaft,N,0.016797593,3.533015822,
absaufen,V,-0.824417426,3.533015822,
absaufer,N,-0.004506929,3.533015822,
absaugen,V,-0.037271881,3.533015822,
absauggebläse,N,-0.051257343,3.533015822,
absauggerät,N,-0.00142752,3.533015822,
absaugrohr,N,-0.027436352,3.533015822,
absaugteile,N,-0.003362349,3.533015822,
absaugung,N,-0.003362349,3.533015822,
absaugventilator,N,-0.01040081,3.533015822,
absaugöffnung,N,-0.011243213,3.533015822,
abschaben,V,-0.118594536,3.533015822,
abschaber,N,-0.079999377,3.533015822,
abschaffbar,V,-0.064359569,3.533015822,
abschaffen,V,-0.564664621,6.687792676,
abschaffung,N,-0.114707034,3.533015822,
abschaltbar,V,0.004119532,3.533015822,
abschalten,V,-0.064523723,9.739220557,
abschaltkreis,N,0.008173307,3.533015822,
abschaltmoment,N,0.00677618,3.533015822,
abschaltnocken,N,-0.080034152,3.533015822,
abschaltreaktivität,N,0.056575768,3.533015822,
abschaltrelais,N,-0.035532713,3.533015822,
abschaltung,N,-0.450813731,6.687792676,
abschaltvorgang,N,-0.00548288,3.533015822,
abschatten,V,-0.829953431,3.533015822,
abschattierung,N,0.015728696,3.533015822,
abschattung,N,-0.035937482,3.533015822,
abschaum,N,-0.903768447,6.687792676,
abscheidbar,V,-0.014178094,3.533015822,
abscheiden,V,0.890827702,6.687792676,
abscheider,N,-0.824230728,3.533015822,
abscheidevorrichtung,N,-0.024359797,3.533015822,
abscheidung,N,-0.011542079,3.533015822,
abscherautomat,N,-0.025206682,3.533015822,
abscheren,V,-0.019721187,3.533015822,
abscherung,N,-0.003831322,3.533015822,
abscherungsfläche,N,-0.829953431,3.533015822,
abscheu,N,-0.733261127,9.739220557,
abscheuern,V,-0.504579532,6.687792676,
abscheuerregend,AJ,-0.911401623,6.687792676,
